TransactionID,id_15,id_23,id_30,id_31,id_33,DeviceType,DeviceInfo
3211415,Found,,,chrome 63.0,,desktop,Windows
3211514,New,,,chrome 63.0,,desktop,
3211626,New,,,chrome 63.0 for android,,mobile,Ilium L610 Build/MRA58K
3211765,Found,,,chrome generic,,desktop,Windows
3211931,New,,,edge 16.0,,desktop,
3212048,Unknown,,,mobile safari 10.0,,mobile,
3212025,Unknown,,,mobile safari 10.0,,mobile,
3212082,New,,,chrome 63.0,,desktop,Windows
3212028,Found,,,chrome 63.0,,desktop,Windows
3212304,New,,,chrome 63.0,,desktop,Windows
3209467,Found,,Mac OS X 10_12_6,safari generic,2560x1600,desktop,MacOS
3212243,Unknown,,,mobile safari 11.0,,mobile,
3212480,New,,,chrome 63.0,,desktop,Windows
3227125,New,,,chrome 63.0,,desktop,Windows
3212546,New,,,chrome 63.0 for android,,mobile,SM-G610M Build/MMB29K
3212641,New,,,chrome 63.0 for android,,mobile,SM-G610M Build/MMB29K
3212689,New,,,chrome 63.0 for android,,mobile,SM-T560 Build/KTU84P
3212887,Found,,,ie 11.0 for desktop,,desktop,Trident/7.0
3210098,Found,,Windows 10,edge 15.0,1366x768,desktop,Windows
3212892,New,,,chrome 62.0 for android,,mobile,LG-H542 Build/MRA58K
3212925,Found,,,mobile safari generic,,mobile,
3213025,Found,,,chrome 63.0,,desktop,Windows
3213038,New,,,chrome 63.0,,desktop,Windows
3213177,New,,,chrome 63.0 for android,,mobile,ALE-L23 Build/HuaweiALE-L23
3213192,New,,,chrome 63.0,,desktop,Windows
3213234,Unknown,,,mobile safari 11.0,,mobile,
3227851,Found,,,chrome 63.0,,desktop,
3213295,New,,,chrome 63.0,,desktop,
3213288,Found,,,chrome generic for android,,mobile,HTC One A9s Build/MRA58K
3213312,New,,,chrome 58.0 for android,,mobile,Redmi Note 4 Build/NRD90M
3213520,Found,,,chrome 55.0 for android,,mobile,LG-H500 Build/LRX21Y
3213733,New,,,samsung browser 4.0,,mobile,SAMSUNG
3222430,Found,,Mac OS X 10_11_6,chrome 63.0,1440x900,desktop,MacOS
3213902,New,,,chrome generic for android,,mobile,SM-J730GM Build/NRD90M
3213871,Unknown,,,mobile safari 11.0,,mobile,
3213894,Unknown,,,mobile safari 11.0,,mobile,
3213962,Unknown,,,mobile safari 11.0,,mobile,
3213942,Unknown,,,mobile safari 11.0,,mobile,
3213936,Found,,,Samsung/SM-G532M,,mobile,SAMSUNG SM-G532M Build/MMB29T
3213999,Found,,,Samsung/SM-G532M,,mobile,SAMSUNG SM-G532M Build/MMB29T
3213983,Found,,,Samsung/SM-G532M,,mobile,SAMSUNG SM-G532M Build/MMB29T
3214049,Unknown,,,mobile safari 11.0,,mobile,
3214142,New,,,chrome 63.0,,desktop,
3214214,New,,,chrome 63.0 for android,,mobile,HTC Desire 530 Build/MMB29M
3214204,Unknown,,,mobile safari 10.0,,mobile,
3214246,New,,,chrome 63.0,,desktop,Windows
3214180,Unknown,,,mobile safari 11.0,,mobile,
3214278,New,,,chrome 62.0 for android,,mobile,5054S Build/LMY47V
3214471,Found,,,ie 11.0 for desktop,,desktop,Trident/7.0
3214550,New,,,chrome 63.0,,desktop,Windows
3214693,Found,,,chrome 63.0 for android,,mobile,5015A Build/LMY47I
3214874,Found,,,chrome 63.0 for android,,mobile,CHC-U03 Build/HuaweiCHC-U03
3214904,Unknown,,,mobile safari 11.0,,mobile,
3214978,New,,,chrome 63.0 for android,,mobile,SM-J500M Build/MMB29M
3214908,Unknown,,,safari generic,,desktop,
3215105,New,,,chrome 62.0 for ios,,mobile,
3215201,New,,,samsung browser 4.0,,mobile,SAMSUNG SM-J710MN Build/MMB29K
3215226,Found,,,chrome 63.0 for android,,mobile,Moto X Play Build/NPD26.48-24-1
3215291,New,,,chrome 63.0,,desktop,
3215278,New,,,chrome 63.0 for android,,mobile,SM-G930F Build/NRD90M
3215236,Found,,,chrome 63.0 for android,,mobile,SM-G930F Build/NRD90M
3215392,New,,,chrome 63.0,,desktop,Windows
3215420,Found,,,chrome 63.0,,desktop,Windows
3215567,Found,,,chrome 63.0 for android,,mobile,SM-G930F Build/NRD90M
3215582,New,,,chrome 63.0,,desktop,
3215563,New,,,chrome generic,,desktop,Windows
3215669,New,,,chrome 57.0 for android,,mobile,SM-J320M Build/LMY47V
3215689,Found,,,chrome 57.0 for android,,mobile,SM-J320M Build/LMY47V
3215629,Found,,,chrome 57.0 for android,,mobile,SM-J320M Build/LMY47V
3215642,Found,,,chrome 57.0 for android,,mobile,SM-J320M Build/LMY47V
3215682,Found,,,chrome 57.0 for android,,mobile,SM-J320M Build/LMY47V
3215721,Found,,,chrome 57.0 for android,,mobile,SM-J320M Build/LMY47V
3215663,Unknown,,,mobile safari 11.0,,mobile,
3215713,Found,,,chrome 57.0 for android,,mobile,SM-J320M Build/LMY47V
3215727,Found,,,firefox 57.0,,desktop,Windows
3215700,Found,,,chrome 57.0,,desktop,
3215722,Found,,,chrome 57.0,,desktop,
3215830,New,,,chrome 63.0,,desktop,
3215846,Found,,,chrome generic,,desktop,Windows
3215889,New,,,chrome 63.0,,desktop,Windows
3215874,Unknown,,,mobile safari 11.0,,mobile,
3216030,Found,,,chrome 63.0,,desktop,Windows
3218878,New,,,chrome 63.0,,desktop,Windows
3216077,New,,,firefox 57.0,,desktop,Windows
3216086,Unknown,,,mobile safari 11.0,,mobile,
3216051,Found,,,chrome 63.0,,desktop,Windows
3216041,Found,,,chrome 63.0,,desktop,Windows
3216128,New,,,chrome 63.0,,desktop,Windows
3216170,New,,,chrome generic,,desktop,Windows
3216259,New,,,chrome 63.0,,desktop,Windows
3216263,Unknown,,,safari generic,,desktop,
3222220,Found,,Mac OS X 10.10,firefox 57.0,1280x800,desktop,rv:57.0
3216556,New,,,chrome 63.0 for android,,mobile,ALE-L23 Build/HuaweiALE-L23
3216611,Found,IP_PROXY:ANONYMOUS,,chrome 63.0,,desktop,
3216656,New,,,chrome 63.0,,desktop,
3216701,New,,,chrome 63.0,,desktop,Windows
3225369,,,,,,,
3225360,,,,,,,
3216817,New,,,firefox 57.0,,desktop,Windows
3216853,New,,,chrome 63.0 for android,,mobile,PRA-LX3 Build/HUAWEIPRA-LX3
3216904,Found,,,chrome 63.0 for android,,mobile,PRA-LX3 Build/HUAWEIPRA-LX3
3216964,New,,,chrome 63.0 for android,,mobile,SM-G570M Build/MMB29K
3232716,New,,,chrome 63.0,,desktop,Windows
3217142,New,,,chrome 63.0,,desktop,Windows
3217205,Unknown,,,mobile safari 11.0,,mobile,
3217224,Unknown,,,mobile safari 11.0,,mobile,
3217216,Unknown,,,mobile safari 11.0,,mobile,
3217331,Found,,,chrome generic,,mobile,Moto G (5) Build/NPP25.137-72
3217353,Unknown,,,mobile safari 11.0,,mobile,
3217552,Found,,,chrome 63.0,,desktop,
3217610,New,,,chrome 63.0,,desktop,Windows
3220757,New,,Mac OS X 10_10_5,safari generic,1280x800,desktop,MacOS
3220722,Found,,Mac OS X 10_10_5,safari generic,1280x800,desktop,MacOS
3217796,Unknown,,,mobile safari 11.0,,mobile,
3220745,Found,,Mac OS X 10_10_5,safari generic,1280x800,desktop,MacOS
3217874,Unknown,,,mobile safari 11.0,,mobile,
3217963,New,,,chrome 63.0,,desktop,Windows
3218216,New,,,chrome generic for android,,mobile,HTC Desire 10 lifestyle Build/MMB29M
3218240,Unknown,,,mobile safari generic,,mobile,
3221242,New,,iOS 11.2.1,mobile safari 11.0,2436x1125,mobile,iOS Device
3221307,Found,,iOS 11.2.1,mobile safari 11.0,2436x1125,mobile,iOS Device
3218379,Unknown,IP_PROXY:ANONYMOUS,,mobile safari generic,,mobile,
3218385,Found,,,chrome 63.0,,desktop,
3218420,Found,,,chrome 63.0,,desktop,
3218390,Found,,,chrome 63.0,,desktop,Windows
3218498,Unknown,,,mobile safari 11.0,,mobile,
3218537,Unknown,,,other,,mobile,
3218551,Unknown,,,mobile safari generic,,mobile,
3218573,New,,,mobile safari 10.0,,mobile,
3218572,Found,,,chrome 54.0 for android,,mobile,SM-J700M Build/MMB29K
3218732,New,,,chrome 63.0 for android,,mobile,SM-A520F Build/NRD90M
3218797,New,,,chrome 63.0 for android,,mobile,SM-G610M Build/MMB29K
3218745,New,,,chrome 63.0,,desktop,Windows
3218864,Found,,,chrome 63.0,,desktop,Windows
3218850,Found,,,chrome 63.0,,desktop,Windows
3218814,Unknown,,,mobile safari 10.0,,mobile,
3218910,Found,,,chrome 63.0,,desktop,
3218929,New,,,chrome 63.0,,desktop,Windows
3218945,Found,,,chrome 56.0 for android,,mobile,LG-D693n Build/LRX22G
3218926,Found,,,chrome 56.0 for android,,mobile,LG-D693n Build/LRX22G
3218961,Unknown,,,mobile safari 11.0,,mobile,
3218985,New,,,chrome 63.0,,desktop,
3218980,New,,,chrome generic for android,,mobile,SM-G610M Build/NRD90M
3218993,Unknown,,,mobile safari 11.0,,mobile,
3219016,Found,,,chrome 63.0 for android,,mobile,SM-G531H Build/LMY48B
3219008,New,,,chrome 61.0 for android,,mobile,ALE-L23 Build/HuaweiALE-L23
3219038,New,,,chrome 63.0 for android,,mobile,SM-G610M Build/MMB29K
3219057,New,,,chrome 63.0 for android,,mobile,SM-A310M Build/NRD90M
3219226,Found,,,chrome 63.0 for android,,mobile,SM-G531H Build/LMY48B
3225011,Found,,Windows 7,ie 11.0 for desktop,1920x1080,desktop,rv:11.0
3219452,Found,,,chrome 63.0 for android,,mobile,LG-K410 Build/LRX22G
3219604,New,,,chrome 63.0,,desktop,
3219649,Found,,,ie 11.0 for desktop,,desktop,Trident/7.0
3219775,New,,,chrome 63.0,,desktop,Windows
3219812,New,,,samsung browser 6.2,,mobile,SAMSUNG SM-G950F Build/NRD90M
3219866,Unknown,,,mobile safari 11.0,,mobile,
3219970,New,,,chrome generic for android,,mobile,Moto X Play Build/NPD26.48-24-1
3219960,Unknown,,,chrome 63.0 for ios,,mobile,
3220129,New,,,chrome generic,,mobile,Moto E (4) Plus Build/NMA26.42-69
3220215,Found,,,chrome 63.0,,desktop,
3220271,New,,,chrome generic,,desktop,
3226155,New,,Android 7.0,chrome 63.0 for android,2560x1440,mobile,SAMSUNG-SM-G925A Build/NRD90M
3226819,New,,iOS 11.2.1,mobile safari 11.0,1334x750,mobile,iOS Device
3220950,Unknown,,,mobile safari 10.0,,mobile,
3221006,New,,,chrome 63.0,,desktop,Windows
3221038,New,,,ie 11.0 for desktop,,desktop,Trident/7.0
3221142,New,,,chrome 63.0,,desktop,
3221225,New,,,chrome 63.0,,desktop,
3221245,New,,,chrome 63.0,,desktop,Windows
3221304,Found,,,chrome 63.0,,desktop,Windows
3221375,New,,,chrome 63.0 for android,,mobile,SM-G610F
3221411,Found,,,opera,,mobile,Mi A1 Build/OPR1.170623.026
3221455,New,,,chrome generic,,mobile,XT1058 Build/LPAS23.12-21.7-1
3221449,Found,,,chrome 63.0,,desktop,Windows
3221507,New,,,ie 11.0 for desktop,,desktop,Trident/7.0
3221452,Found,,,chrome 63.0,,desktop,Windows
3221487,Found,,,chrome 63.0 for android,,mobile,SM-G935F Build/NRD90M
3221621,New,,,chrome 63.0,,desktop,
3221579,Found,,,chrome 63.0,,desktop,
3221601,Found,,,chrome 63.0,,desktop,
3221702,New,,,chrome 63.0,,desktop,Windows
3221728,New,,,firefox generic,,desktop,Windows
3221752,Found,,,firefox generic,,desktop,Windows
3221793,New,,,chrome 63.0,,desktop,Windows
3221929,New,,,chrome generic,,mobile,LG-F400K
3221941,New,,,chrome generic for android,,mobile,RCT6223W87
3221952,Found,,,chrome generic for android,,mobile,RCT6223W87
3238553,,,,,,,
3221964,Found,,,chrome generic for android,,mobile,RCT6223W87
3221955,New,,,chrome 60.0 for android,,mobile,SM-J701M Build/NRD90M
3238555,,,,,,,
3238569,,,,,,,
3221977,New,,,chrome generic,,desktop,Windows
3222042,New,,,firefox 57.0,,desktop,Windows
3222208,Found,,,chrome 63.0,,desktop,Windows
3222219,Found,,,chrome 63.0 for android,,mobile,SM-G531H Build/LMY48B
3222264,New,,,ie 11.0 for desktop,,desktop,Trident/7.0
3222410,Unknown,,,mobile safari 11.0,,mobile,
3222470,Unknown,,,mobile safari 11.0,,mobile,
3222657,Found,,,chrome 63.0 for android,,mobile,PRA-LX3 Build/HUAWEIPRA-LX3
3228957,New,,Windows 10,firefox generic,1680x1050,desktop,Windows
3222897,Found,,,chrome 63.0,,desktop,Windows
3222830,New,,,opera 49.0,,desktop,
3222992,New,,,chrome 63.0,,desktop,Windows
3223051,New,,,chrome 63.0,,desktop,Windows
3223338,Unknown,,,safari generic,,desktop,
3223417,Found,,,chrome 58.0 for android,,mobile,HTC Desire 626s Build/LMY47O
3223382,New,,,ie 11.0 for desktop,,desktop,Trident/7.0
3223495,New,,,chrome 63.0,,desktop,
3223432,Found,,,chrome 63.0,,desktop,
3230073,New,,iOS 10.3.3,mobile safari 10.0,2048x1536,mobile,iOS Device
3223584,New,,,chrome generic for android,,mobile,SM-G610M Build/MMB29K
3223811,Unknown,,,mobile safari generic,,mobile,
3223783,Found,,,chrome 63.0,,desktop,Windows
3223794,New,,,chrome 63.0,,desktop,Windows
3223924,New,,,chrome generic for android,,mobile,SM-J700M Build/MMB29K
3224181,Unknown,,,mobile safari 11.0,,mobile,
3224167,New,,,chrome 63.0 for android,,mobile,SM-J700M Build/MMB29K
3224136,Found,,,chrome generic,,desktop,Windows
3224184,New,,,chrome,,mobile,
3224259,Found,,,chrome 63.0,,desktop,Windows
3224261,New,,,chrome 49.0 for android,,mobile,Blade A510 Build/MRA58K
3224359,New,,,chrome generic for android,,mobile,Lenovo K33b36 Build/NRD90N
3224305,Unknown,,,mobile safari 11.0,,mobile,
3224363,New,,,chrome 63.0,,desktop,Windows
3224432,New,,,chrome 63.0,,desktop,
3224446,New,,,mobile safari 11.0,,mobile,
3224407,Found,,,chrome 63.0,,desktop,Windows
3224421,New,,,firefox,,desktop,rv:58.0
3224582,New,,,ie 11.0 for desktop,,desktop,Trident/7.0
3224609,Unknown,,,mobile safari 11.0,,mobile,
3224657,Unknown,,,mobile safari 11.0,,mobile,
3224632,Unknown,,,mobile safari 11.0,,mobile,
3224638,Unknown,,,mobile safari 11.0,,mobile,
3224665,New,,,chrome 63.0 for android,,mobile,Lenovo K33b36 Build/MMB29M
3224644,Found,,,chrome 63.0 for android,,mobile,Lenovo K33b36 Build/MMB29M
3224630,Found,,,ie 11.0 for desktop,,desktop,Trident/7.0
3224679,New,,,chrome generic,,mobile,SM-A310M Build/LMY47X
3224673,Found,,,chrome 63.0 for android,,mobile,Lenovo K33b36 Build/MMB29M
3224695,New,,,chrome 63.0,,desktop,Windows
3224654,Found,,,chrome 63.0 for android,,mobile,Lenovo K33b36 Build/MMB29M
3224694,Unknown,,,chrome,,mobile,
3224733,New,,,chrome 63.0,,desktop,Windows
3224703,Found,,,other,,mobile,MOT-A6020l37 Build/LMY47V
3224728,Found,,,other,,mobile,MOT-A6020l37 Build/LMY47V
3224745,Found,,,chrome 63.0,,desktop,Windows
3224762,Found,,,chrome 63.0,,desktop,Windows
3224766,New,,,chrome 56.0 for android,,mobile,ALE-L23 Build/HuaweiALE-L23
3224792,New,,,chrome 63.0 for android,,mobile,F5121
3224785,New,,,chrome generic for android,,mobile,SM-G955U1 Build/NRD90M
3224803,New,,,chrome 63.0 for android,,mobile,LG-X210 Build/LMY47I
3224822,New,,,chrome 63.0 for android,,mobile,Lenovo K33b36 Build/MMB29M
3224812,Found,,,chrome 63.0 for android,,mobile,Lenovo K33b36 Build/MMB29M
3224815,Found,,,chrome 63.0,,desktop,
3224840,New,,,chrome 63.0,,desktop,Windows
3224909,New,,,samsung browser 6.2,,mobile,SAMSUNG SM-J700M Build/MMB29K
3225102,New,,,chrome 63.0 for android,,mobile,Lenovo K33b36 Build/MMB29M
3225279,Found,,,chrome 63.0,,desktop,Windows
3225409,Found,,,chrome 63.0,,desktop,Windows
3225350,New,,,firefox 58.0,,desktop,Windows
3225408,New,,,chrome 61.0 for android,,mobile,LG-X230 Build/MRA58K
3225398,Found,,,firefox 58.0,,desktop,Windows
3242771,Found,,Windows Vista,firefox 52.0,1152x864,desktop,Windows
3225552,Found,,,chrome 64.0 for android,,mobile,HUAWEI TAG-L13 Build/HUAWEITAG-L13
3242903,Found,,Windows Vista,firefox 52.0,1152x864,desktop,Windows
3225576,New,,,firefox 58.0,,desktop,Windows
3225758,New,,,chrome 63.0,,desktop,Windows
3225771,Found,,,chrome 63.0,,desktop,Windows
3225945,New,,,chrome 63.0,,desktop,
3225970,Found,,,safari generic,,desktop,
3225980,Found,,,safari generic,,desktop,
3226081,New,,,chrome 63.0,,desktop,Windows
3226249,New,,,ie 11.0 for desktop,,desktop,Trident/7.0
3226280,Unknown,,,mobile safari generic,,mobile,
3226364,Unknown,,,mobile safari generic,,mobile,
3226317,Unknown,,,mobile safari generic,,mobile,
3226473,New,,,chrome generic,,mobile,Moto E (4) Build/NMA26.42-69
3226474,Found,IP_PROXY:ANONYMOUS,,ie 11.0 for desktop,,desktop,rv:11.0
3226611,Found,,,chrome 63.0,,desktop,
3226650,New,,,chrome 64.0,,desktop,
3226667,New,,,chrome 64.0,,desktop,Windows
3226676,Found,,,chrome 64.0,,desktop,
3226755,Found,,,chrome 64.0,,desktop,
3226847,New,,,chrome 63.0 for android,,mobile,MotoG3 Build/MPIS24.65-33.1-2-16
3226818,New,,,chrome 63.0,,desktop,Windows
3226902,New,,,chrome generic,,mobile,Moto G (4) Build/NPJS25.93-14-13
3226932,New,,,firefox,,desktop,rv:42.0
3226990,Unknown,,,mobile safari generic,,mobile,
3226988,New,,,chrome 63.0 for android,,mobile,SM-G935F Build/NRD90M
3227022,New,,,chrome 63.0,,desktop,Windows
3227152,Unknown,,,mobile safari generic,,mobile,
3227164,New,,,chrome 64.0,,desktop,Windows
3227263,Unknown,,,mobile safari generic,,mobile,
3224188,Found,,Android,chrome 63.0,801x480,mobile,
3227364,New,,,mobile safari generic,,mobile,
3227395,Unknown,,,Generic/Android 7.0,,mobile,rv:58.0
3227344,New,,,chrome 64.0 for android,,mobile,SM-J710MN Build/MMB29K
3227389,Found,,,chrome 63.0,,desktop,Windows
3227352,New,,,chrome 49.0 for android,,mobile,E5506 Build/29.1.A.0.101
3227430,New,,,chrome 63.0,,desktop,
3227410,New,,,chrome 55.0 for android,,mobile,8050G Build/LMY47I
3227420,Found,,,chrome 63.0,,desktop,Windows
3227427,New,,,chrome 64.0,,desktop,
3227468,New,,,chrome 63.0,,desktop,Windows
3227528,New,,,chrome 63.0,,desktop,Windows
3227553,New,,,mobile safari generic,,mobile,
3227646,Unknown,,,mobile safari generic,,mobile,
3227676,Unknown,,,mobile safari generic,,mobile,
3227667,Found,,,chrome 61.0 for android,,mobile,CAM-L03 Build/HUAWEICAM-L03
3227718,Unknown,,,mobile safari generic,,mobile,
3227717,Unknown,,,mobile safari generic,,mobile,
3227712,New,,,chrome 63.0,,desktop,
3227725,Found,,,chrome 64.0,,desktop,Windows
3227868,New,,,chrome 63.0,,desktop,Windows
3227874,New,,,chrome 55.0 for android,,mobile,Hisense L675 Build/MRA58K
3227882,Found,,,chrome 63.0 for android,,mobile,SM-G355M Build/KOT49H
3227883,New,,,chrome 63.0,,desktop,Windows
3227983,Found,,,chrome 63.0 for android,,mobile,LG-K200 Build/MXB48T
3228000,Found,,,chrome 63.0,,desktop,Windows
3228001,New,,,chrome 64.0,,desktop,Windows
3228171,Found,,,chrome 63.0 for android,,mobile,SM-G610M Build/MMB29K
3228223,New,,,chrome 63.0,,desktop,Windows
3228394,Found,,,chrome 63.0,,desktop,Windows
3228356,Found,,,chrome 63.0,,desktop,Windows
3228431,Unknown,,,mobile safari generic,,mobile,
3228373,Unknown,,,mobile safari generic,,mobile,
3235562,New,,iOS 11.2.5,mobile safari generic,2208x1242,mobile,iOS Device
3235590,Found,,iOS 11.2.5,mobile safari generic,2208x1242,mobile,iOS Device
3228564,Unknown,,,mobile safari generic,,mobile,
3228532,New,,,chrome 63.0,,desktop,
3228676,Found,,,chrome 63.0,,desktop,Windows
3228685,Unknown,,,mobile safari generic,,mobile,
3228686,Unknown,,,mobile safari generic,,mobile,
3228738,Found,,,chrome 63.0,,desktop,Windows
3228873,Found,,,chrome 63.0,,desktop,
3228910,Found,,,chrome 63.0,,desktop,
3228965,Found,,,chrome 63.0,,desktop,
3229002,New,,,chrome 63.0 for android,,mobile,SM-J730GM Build/NRD90M
3228996,Unknown,,,mobile safari generic,,mobile,
3229005,Unknown,,,mobile safari generic,,mobile,
3229211,New,,,chrome 63.0,,desktop,Windows
3229214,New,,,chrome 63.0,,desktop,
3229151,Unknown,,,mobile safari generic,,mobile,
3229170,Found,,,chrome 63.0,,desktop,
3229229,Found,,,chrome 63.0,,desktop,Windows
3229226,Found,,,chrome 63.0,,desktop,Windows
3229246,Found,,,chrome 63.0,,desktop,Windows
3229184,Found,,,chrome 63.0,,desktop,Windows
3229307,Found,,,ie 11.0 for desktop,,desktop,Trident/7.0
3229286,Found,,,chrome 63.0,,desktop,Windows
3229331,Found,,,chrome 63.0,,desktop,Windows
3229323,Found,,,chrome 63.0 for android,,mobile,G3313 Build/43.0.A.5.79
3229398,Unknown,,,mobile safari generic,,mobile,
3229364,New,,,chrome 64.0 for android,,mobile,SM-J730GM Build/NRD90M
3229528,Found,,,chrome 63.0,,desktop,Windows
3229483,New,,,chrome 63.0,,desktop,
3229524,Found,,,chrome 64.0 for android,,mobile,SM-J730GM Build/NRD90M
3229633,Found,,,chrome 64.0 for android,,mobile,SM-J730GM Build/NRD90M
3229621,Found,,,chrome 64.0 for android,,mobile,SM-J730GM Build/NRD90M
3229579,Found,,,chrome 64.0 for android,,mobile,SM-J730GM Build/NRD90M
3229599,Found,,,chrome 64.0 for android,,mobile,SM-G935F Build/NRD90M
3229733,Found,,,firefox 58.0,,desktop,Windows
3229663,Found,,,chrome 62.0 for android,,mobile,5054S Build/LMY47V
3229723,Found,,,chrome 63.0,,desktop,Windows
3230032,New,,,chrome,,mobile,4013M Build/KOT49H
3230186,New,,,ie 11.0 for desktop,,desktop,Trident/7.0
3230201,New,,,chrome 63.0,,desktop,Windows
3230194,Found,,,chrome 63.0,,desktop,Windows
3230230,New,,,chrome 63.0 for android,,mobile,SM-J730GM Build/NRD90M
3230270,Found,,,chrome 63.0,,desktop,Windows
3230393,Found,,,chrome 63.0,,desktop,Windows
3230409,Found,,,chrome 63.0,,desktop,Windows
3230363,Found,,,chrome 63.0,,desktop,Windows
3230500,Found,,,chrome 63.0,,desktop,Windows
3230403,New,,,chrome 63.0,,desktop,Windows
3230493,Found,,,chrome 63.0,,desktop,Windows
3230484,Found,,,chrome 63.0,,desktop,Windows
3230593,New,,,chrome 63.0,,desktop,Windows
3230588,Unknown,,,mobile safari generic,,mobile,
3230736,New,,,chrome 63.0 for android,,mobile,MotoG3 Build/MPI24.65-33.1-2
3230731,New,,,chrome 63.0,,desktop,
3230776,New,,,chrome 63.0 for android,,mobile,BLADE L7 Build/MRA58K
3230761,Found,,,chrome 63.0,,desktop,
3230782,New,,,chrome 64.0,,desktop,Windows
3230760,Found,,,chrome 63.0,,desktop,
3230786,New,,,chrome 63.0,,desktop,Windows
3230742,,,,,,,
3230832,Found,,,chrome 63.0,,desktop,
3230765,New,,,chrome generic,,mobile,LG-D693n Build/LRX22G
3230764,,,,,,,
3230885,Unknown,,,mobile safari generic,,mobile,
3237854,New,,Mac OS X 10_13_2,chrome 63.0,2880x1800,desktop,MacOS
3230888,Unknown,,,mobile safari generic,,mobile,
3230884,Unknown,,,mobile safari generic,,mobile,
3230947,New,,,samsung browser 6.2,,mobile,SAMSUNG SM-J730GM Build/NRD90M
3230921,Found,,,chrome 63.0,,desktop,Windows
3230950,Found,,,other,,mobile,Lenovo-A6020l36 Build/LMY47V
3231055,New,,,ie 11.0 for desktop,,desktop,Trident/7.0
3231017,Found,,,mobile safari generic,,mobile,
3231043,Found,,,chrome 63.0,,desktop,Windows
3231073,Found,,,chrome 63.0,,desktop,Windows
3231091,New,,,android webview 4.0,,mobile,Android 6.0
3231178,New,,,samsung browser 6.2,,mobile,SAMSUNG SM-G950F Build/NRD90M
3231142,Found,,,android webview 4.0,,mobile,Android 6.0
3231239,Found,,,chrome 63.0 for android,,mobile,HTC Desire 10 lifestyle Build/MMB29M
3231260,New,,,chrome 64.0 for android,,mobile,Turbo C5 Build/LMY47I
3231228,New,,,chrome 64.0,,desktop,Windows
3231282,New,,,chrome 63.0,,desktop,Windows
3231308,Found,,,chrome 63.0 for android,,mobile,BAC-L03 Build/HUAWEIBAC-L03
3231408,New,,,chrome 49.0,,desktop,
3231425,New,,,safari generic,,desktop,
3231424,New,,,chrome 49.0,,desktop,
3231417,New,,,chrome 64.0 for android,,mobile,ALE-L23 Build/HuaweiALE-L23
3231443,New,,,chrome 49.0,,desktop,
3235029,New,,iOS 11.2.2,mobile safari generic,1334x750,mobile,iOS Device
3231499,Found,,,chrome 63.0,,desktop,Windows
3231532,New,,,chrome 63.0 for android,,mobile,SM-G610M Build/MMB29K
3231538,Found,,,chrome 64.0 for android,,mobile,Turbo C5 Build/LMY47I
3231548,New,,,chrome 63.0,,desktop,Windows
3231557,New,,,chrome 51.0 for android,,mobile,F3113 Build/33.2.A.3.81
3231612,Found,,,chrome 63.0,,desktop,
3231610,Found,,,chrome 63.0,,desktop,
3231644,Found,,,chrome 63.0 for android,,mobile,LG-K500 Build/MMB29M
3231815,Found,,,chrome 63.0,,desktop,Windows
3232157,Found,,,chrome 63.0,,desktop,Windows
3232321,Unknown,,,mobile safari generic,,mobile,
3232534,New,,,chrome 63.0,,desktop,Windows
3232897,Found,,,chrome 63.0 for android,,mobile,BAC-L03 Build/HUAWEIBAC-L03
3232868,Found,,,chrome 63.0 for android,,mobile,BAC-L03 Build/HUAWEIBAC-L03
3232900,Found,,,chrome 63.0 for android,,mobile,ZTE Blade A511 Build/MRA58K
3233144,New,,,chrome 63.0,,desktop,Windows
3233126,New,,,chrome 64.0,,desktop,Windows
3233486,Found,,,chrome 63.0,,desktop,Windows
3233526,Unknown,,,safari generic,,desktop,
3233509,Found,,,chrome 51.0 for android,,mobile,F3113 Build/33.2.A.3.81
3233485,Found,,,chrome 51.0 for android,,mobile,F3113 Build/33.2.A.3.81
3233591,New,,,samsung browser 6.2,,mobile,SAMSUNG SM-J700M Build/MMB29K
3233820,Found,,,chrome 64.0 for android,,mobile,TA-1039 Build/NMF26F
3233879,Found,,,chrome 64.0 for android,,mobile,TA-1039 Build/NMF26F
3233959,New,,,samsung browser 6.2,,mobile,SAMSUNG SM-J730GM Build/NRD90M
3237339,New,,Mac OS X 10_10_5,safari generic,1440x900,desktop,MacOS
3237387,Found,,Mac OS X 10_10_5,safari generic,1440x900,desktop,MacOS
3234059,Unknown,,,mobile safari generic,,mobile,
3244254,Unknown,,,chrome 63.0,,desktop,
3234158,New,,,chrome 63.0 for android,,mobile,SM-J111M Build/LMY47V
3234250,Unknown,,,mobile safari generic,,mobile,
3234190,New,,,chrome 63.0 for android,,mobile,Moto X Play Build/NPD26.48-24-1
3234353,New,,,chrome 63.0,,desktop,Windows
3234435,New,,,mobile safari generic,,mobile,
3234460,New,,,other,,mobile,Lenovo-A6020l36 Build/LMY47V
3234493,New,,,samsung browser 6.2,,mobile,SAMSUNG
3234541,New,,,chrome 56.0 for android,,mobile,SM-P580 Build/NRD90M
3234554,Found,,,chrome 56.0 for android,,mobile,SM-P580 Build/NRD90M
3234600,New,,,chrome 64.0 for android,,mobile,TA-1039 Build/N2G47H
3234576,Found,,,chrome 64.0 for android,,mobile,TA-1039 Build/N2G47H
3234593,New,,,chrome 64.0 for android,,mobile,SM-J730GM Build/NRD90M
